Comments,Comment_ID,Reply_Count,Like_Count,Date,VidId,user_ID
"i really appreciate You talk and share your experience very smoothly .i am trying House price Advance Regression problem since three months even though i applied feature selection algorithms libraries , sklearn regression models but didn't work .i am stuck. I need help",UgwG6ENVB2xG9gNzrmx4AaABAg,4,0,2020-03-14T05:03:57Z,hpMc6TgT34I,user_3079
"Great video Ken! 


Suggestion for a future video - ""Data Science and the Coronavirus""",UgyJoFCkrRvlGZdq8yp4AaABAg,1,0,2020-03-14T04:16:29Z,hpMc6TgT34I,user_1646
"As always, great video!


One idea I haven't heard of before is focusing on one project and learning only the specific skills necessary for that project. Everyone's experienced the overwhelm when it comes to beginning the Data Science / ML / DL journey, and we're usually hit with the, ""learn all of statistics, all of programming, and all of math"" mentality that is drilled into our heads. This can be enough to scare people away, and your advice really combats this while touching on the idea of running on passion and things you enjoy by picking a personal project or use case.




It's really cool to see that you have a specific domain that you stay in for projects (sports and sports betting). My question is:


Do you stay within that domain at work?


If you do, do you suggest that we each choose a specific domain as well, and cater towards that when building a career and finding a job?
If you don't, would you agree that it's still valuable to choose a specific domain? Do you think that your experience and expertise in sports / sports betting transfers over to your current job/position?


Thanks for the video Ken!",Ugzp1JvpgFxFNXb9frp4AaABAg,2,2,2020-03-13T19:10:40Z,hpMc6TgT34I,user_2291
I think that what worked for me can definitely work for you in this case. You need to be patient and consistent when learning this field. Feel free to comment any questions that you may have below!,UgwrOYO4KKJnetHQLeR4AaABAg,4,12,2020-03-13T17:14:09Z,hpMc6TgT34I,user_2385
In your opinion is a statistics' degree useful to become a data scientist or is completely useless?,UgzNWgWwCj1G_-tujPd4AaABAg,5,1,2020-03-13T17:08:48Z,hpMc6TgT34I,user_299
"What about adding a 2.5-point line a little bit closer to the basket than the current 3-point line (2 feet closer?), that would give a boost to the no-man's land and the now reluctantly taken and often frowned-upon mid-range jumper. And then moving the 3-point line a bit further away. I think this could eventually make the game more interesting. It only takes a bid getting used to 0.5 points; and if you are fouled while attempting a 2.5 point shot, the first time team gets 2 free-throws, next time this happens 3 free throws are rewarded. It might be worth a try. Haven't read that elsewhere as of yet.",UgyQZCfWo9BQB1QCN_54AaABAg,1,2,2020-03-13T15:35:50Z,-kX2b6TF_9k,user_4617
"I’m in the second stage forsure, I hate it, it demotivated me, haven’t been working as hard because every time I get stuck I see the answer that I could never have though of with functions idek how they got, and I’m like I’ve been on this problem for an hour. It’s like macro-patience and micro-results",Ugydi6CLm7myYET7ftF4AaABAg,3,3,2020-03-13T14:31:37Z,hpMc6TgT34I,user_3664
"It is a big honor to get such information from you , thank you so much !",UgzENfRpjHjSplFuuYV4AaABAg,1,7,2020-03-13T13:16:31Z,hpMc6TgT34I,user_3287
"yes, python is better in many ways, espetially for programming issues, but for data wrangling (dplyr etc.), data analisys, visualisation (ggplot) and modelling, there is nothing what comes close to tidyverse. I tried to transition to python in the academia, and it was just painful. cheers",UgwKJdpvhQXCVZYhfD14AaABAg,2,43,2020-03-12T06:51:32Z,AxP1CL0yaFQ,user_4965
How did I miss this upload? Keep up the good work.,UgwafqV0iLYLPPnSWoV4AaABAg,1,1,2020-03-12T06:02:06Z,aaAZXeuPIXk,user_2164
"For iPhone users you can download “Carnets” from AppStore, its GUI is exactly like that of Jupyter Notebook.",Ugy-o3y9lTk8qbG1TZl4AaABAg,1,0,2020-03-11T22:03:57Z,Fs_LG5Y8GIU,user_5707
"Hi there, Mr. Ken! Great content! Anyway, I don’t have any computer science, IT, or math background but want to be a data scientist. I will be 25 years old two months from now. Is there any hope for me? How long will it take for me to learn data science? Thank you so much, your reply will be appreciated.",UgyO3P2oVE_VUxS_hQd4AaABAg,3,0,2020-03-11T13:39:35Z,Fs_LG5Y8GIU,user_2908
this video was really helpful and put my mind at ease! really practical and clear instructions :) thank you Ken. keep up the good work!,UgwRus68gDTIRRfoQRB4AaABAg,1,0,2020-03-11T05:55:44Z,Ip50cXvpWY4,user_1179
This was a surprisingly good video,UgyCS6VuDDheggpyM3p4AaABAg,1,0,2020-03-10T00:15:29Z,Ip50cXvpWY4,user_1440
"Ken, I think that IBM Cognitive Classes are really good as a starting point!!!",UgwaHWMUvze_sBrsViJ4AaABAg,3,22,2020-03-09T23:14:40Z,Ip50cXvpWY4,user_4756
How a out datacamp? I subscribed a 12month but have not started yet.,UgzKBtNJ6Wbtsh7CnzJ4AaABAg,1,0,2020-03-09T23:13:29Z,Ip50cXvpWY4,user_2454
365 data science have udemy courses and their website plans. l just bought their  udemy courses on sale. do you know what rhe fundamental difference is?,Ugxdf629CQ3pLQUlHQN4AaABAg,4,0,2020-03-09T19:39:37Z,Ip50cXvpWY4,user_987
Data science + sports analytics = subscribed,Ugx76uTP605ctQqdRVZ4AaABAg,0,2,2020-03-09T16:26:34Z,3bes4U4MHPg,user_3308
"I have enrolled courses on ""Coursera"". Is it okay to go through them because most of courses on Coursera are basic ?",UgwsVqwAZ13KAFUNixl4AaABAg,1,0,2020-03-09T15:49:28Z,Ip50cXvpWY4,user_85
"I use DataQuest, it’s free to start and see if you like it then it’s like $30 a month, i didn’t like DataCamp because it was video based",UgwNib-4nZvXVHz6FnZ4AaABAg,2,2,2020-03-09T15:46:40Z,Ip50cXvpWY4,user_3664
"What do you think about Udemy's Data Sciense courses, Ken?",Ugw5IRKt5-74JfTfsrZ4AaABAg,3,0,2020-03-09T14:39:14Z,Ip50cXvpWY4,user_744
Wow this is actually very very helpful !! Thanks Ken😁 Keep making videos.,UgzXvses5lAVg2RgtGd4AaABAg,1,6,2020-03-09T13:08:46Z,Ip50cXvpWY4,user_1229
Nice clear video on the data hierarchy of needs. Great job!,UgxH3Yu7f01sWAyo9LB4AaABAg,1,0,2020-03-09T05:54:07Z,BXmEmIK5aqI,user_4654
"SSLError: HTTPSConnectionPool(host='free-proxy-list.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(""bad handshake: SysCallError(10054, 'WSAECONNRESET')"")))

I'm getting this error. What should I do?",UgypPXB14Psp-12NjOh4AaABAg,0,0,2020-03-08T20:45:26Z,zF_Q2v_9zKY,user_3499
What are the wireless headphones your using?,UgwC-VilQsMNdraI--V4AaABAg,1,0,2020-03-08T09:29:41Z,4CpmB4TR2C4,user_4026
Can you please suggest me how an Economics graduate become a data analyst or data scientist,UgzzUBHih1OrWDBWQ2p4AaABAg,1,0,2020-03-08T02:46:00Z,3bes4U4MHPg,user_704
Very good video i like it,Ugw94802z9VsE7hynrF4AaABAg,0,2,2020-03-08T02:08:48Z,irjTWNV0eAY,user_1709
Glad I found your channel. Pretty much gave me a roadmap for getting into the field. I’m an analyst now but would definitely like to do sports data science. Seems like a dream job!,UgxIiGFVbU6OFJv6CAN4AaABAg,2,0,2020-03-07T20:44:16Z,m5pwx3hgtzM,user_4059
I watch your videos regularly. Why dont you make a video of making a project from scratch for the beginners.,Ugw4Ev1epJJln6VLiOt4AaABAg,4,4,2020-03-07T08:26:53Z,imMPnCHvbkY,user_217
👍🏽👍🏽,Ugw8fpVcZaNHXcUdzrt4AaABAg,0,2,2020-03-06T17:30:50Z,imMPnCHvbkY,user_3664
"I want to ask unrelated question, do you still programming/coding when working as a data scientist?   Or just focusing more on statistic?",Ugz_YXMarMwwiwYwdTV4AaABAg,1,2,2020-03-06T16:19:19Z,qP0hRF-lGqg,user_393
Great video! I love your consistency in producing valuable videos with relevant topics. Cheers!,UgzTqjHstJrllw2HctV4AaABAg,1,17,2020-03-06T15:23:45Z,imMPnCHvbkY,user_2291
I like your content a lot .. my comment is can you make your speech less scripted? Or it is just ur style of doing it idk .. anyway good job,Ugxum8cHy3fNX0VTeZV4AaABAg,1,0,2020-03-05T14:15:44Z,3bes4U4MHPg,user_393
"Just got my master's degree in business analytics and your videos inspired me a lot! I hope I can watch your video before I applied for this program. My program was a two-year program covered R, tableau, JMP, Excel, supply chain and SQL. But I have not landed a job yet. To finish my program as soon as I can, I took summer sessions and didn't find an intern. After graduation, Some people say students with CS background is stronger and suggest me to start to learn python or java. Some say SAS certificates would help me get a job easily. What's your opinion about my situation?  Thank you Ken.",Ugzo_TPNzj6BRIhW_6N4AaABAg,1,0,2020-03-05T01:14:13Z,xjhW1rSQeik,user_5169
Help needed.. i don't understand this how data is displaying in console area. what have you done after selecting code. please help as i am new to this field. TIA,UgxHrIMFwHGYZFQ8e3p4AaABAg,3,0,2020-03-04T12:49:51Z,zF_Q2v_9zKY,user_3553
"Awesome! , this is happening to me with my actual clients. THANKS",Ugzk8GA4pXVnKZYLPn54AaABAg,2,0,2020-03-04T07:23:45Z,qP0hRF-lGqg,user_3244
"Hey Ken! I love the video. Just wondering how I can filter by user? when I add user = user into the query, it returns - ""query_tweets() got an unexpected keyword argument 'user'"" 
Thanks again!
EDIT - I did scroll down here and find the correct code for filtering by username. Is it not possible to add in the date, keywords filters along with a username? For instance, all coronavirus news from nytimes over the last 3 days. Thank you so much again!",Ugz3fAOB5pCMZkYezyZ4AaABAg,2,0,2020-03-04T01:53:30Z,zF_Q2v_9zKY,user_1361
"Are there basic skills, interests or talents you possessed that kind of lead you to say, yeah, I want to make a leap into programming, analytics, data science?  I ask because there are so many people out there including myself that are interested in sports analytics and fascinated by it, but I'm not certain I could actually contribute to the field or am a good fit for it if that makes sense.  I'm currently Junior and Advertising major in college and would appreciate any advice you could pass along! Thank you!",Ugz2WahxjXXFNolpI2t4AaABAg,2,0,2020-03-04T00:28:11Z,74Z3F7i4qcI,user_1788
another good analysis would be a batters Hitting average home vs away. There's theory that some teams were doing the same thing for home games. The batters with a much greater batting average at home vs away can be telling.,UgzZBjYKkTgsOQnK5wZ4AaABAg,1,0,2020-03-03T15:16:34Z,aaAZXeuPIXk,user_2374
"Hi, congrats for this video. Do you know some books about soccer analytics? Thanks",Ugzh6Ds1pcuAppZqHqN4AaABAg,4,0,2020-03-03T14:10:44Z,74Z3F7i4qcI,user_4228
"Great video men! You are putting out the real managerial level stuff, just a question. Is there any literature you know where we can validate the pyramid you showed?",UgyYvYkqWAm4DDNGdhZ4AaABAg,1,0,2020-03-02T20:16:07Z,BXmEmIK5aqI,user_3572
Thank you for all these insights and videos you are doing about data science!,UgwiLXZMFDpCsePCG7d4AaABAg,1,0,2020-03-02T18:02:55Z,3bes4U4MHPg,user_1000
"I really love your videos, very clear and easy to understand. It's a crime that this channel is not more popular",Ugz5x_D7z8hxFvlW1Ox4AaABAg,1,0,2020-03-02T17:36:45Z,3bes4U4MHPg,user_496
Can someone tell me the background music plz?,Ugy_ifRTlZDEnr7HkQx4AaABAg,1,0,2020-03-02T16:21:21Z,3bes4U4MHPg,user_5691
"Since you can integrate data science in business, can you make data science a business? Like an AI company? Or is that not data science?",Ugw4AsbSKU3sSDT_GGp4AaABAg,1,1,2020-03-02T16:12:29Z,3bes4U4MHPg,user_3664
Thank you! I remember I asked you to do this video. I hope that it would help many and become one of the most viewed videos on your channel!,Ugyuuza5kySLQ8Y03Xp4AaABAg,1,0,2020-03-02T14:13:18Z,3bes4U4MHPg,user_4341
"Do I need to practice leetcode for data science interviews? Or is it ok to know only statistics, mathematics, Python's data science libraries and Kaggle contests, but no interview coding questions(the ones related to datastrucrures and algorithms)?",UgwP_c3GwM6anM-LvlF4AaABAg,2,0,2020-03-02T09:02:51Z,Z_KFh-HqaBA,user_2961
"Good video, that was interesting, thanks.",UgyOUluA9Qn6CkTN9xV4AaABAg,1,0,2020-03-01T20:07:44Z,3cDM9Z-fdz4,user_1629
"Hey Ken, great video. 
Went through your linkedin profile and found that you've done your masters from Depaul University.
I have been working as a Data Analyst for the past two years and was thinking of pursuing a graduate degree in the same university. Some questions.. 
1. How do you rate the Ms in CS with Machine learning electives as compared to the Ms in Data Science program at Depaul university?
2. And what course do you suggest if I plan on being a data scientist 3 years down the line?",UgyS7X9C5GU5qQKxpg14AaABAg,3,0,2020-02-29T10:22:13Z,n3vw0M5RrPU,user_458
I concur Nice tips,UgyDzohhE7rQpcjRqyt4AaABAg,1,0,2020-02-28T23:58:11Z,qP0hRF-lGqg,user_4753
Great tips!,UgyNDazFRqh6vK58slR4AaABAg,1,0,2020-02-28T22:46:42Z,qP0hRF-lGqg,user_1965
👍🏽,UgxL1rOYtFnJA8F-eFx4AaABAg,0,1,2020-02-28T16:06:02Z,qP0hRF-lGqg,user_3664
Super useful! Thanks!,UgzbKri-iEmMbXa7YS14AaABAg,1,0,2020-02-27T15:53:12Z,yukdXV9LR48,user_5858
"Hi Ken, thanks for the tutorial! It really worked. However, after I tried to get a large amount of data (I think the limit I entered was 9999), the console says that it encountered an error involving json file. May I know how could I avoid this error? Thanks!",Ugwu0oX3PhjDkUTeVrR4AaABAg,2,0,2020-02-27T14:53:29Z,zF_Q2v_9zKY,user_4851
"I don't agree with some of these points, I think if you are the expert of your company then you need to jump into bigger challenges. Nothing worth solving is done by 1 person, you usually work in a team of data scientists, data engineer, machine learning engineers so ask for help when needed (don't over do it obviously) but PLEASE! don't have an ego unless you are Ian Goodfellow and he seems very humble so please don't have an ego.",UgzItd214Zh9bxpmiKR4AaABAg,1,1,2020-02-27T04:26:46Z,m5pwx3hgtzM,user_4087
"So I’ve been binge watching many of your videos, there’s not a lot of DS resources to begin with so first I wanna say thank u for putting stuff out there to help me. It’s like you’re my mentor. 

I have questions: Should I get a MS before getting a job or while I’m working? I’m a recent math major graduate, was planning to go to med school but then I wanted to do something in my field (math) and I learned about data science and I instantly knew, I’m doing DataQuest data science path, Do i even need a MS? Can you do a review of DataQuest? 

How much should I study a day? I’ve been studying 6-8 hours a day, after I finish my full time dead end job, just so I can get into a company I want and start being a data scientist. Rn I’m a beginner, just started in Feb, learned python, OOP, NumPy and Pandas and now I’m doing data aggregation and cleaning. Anyways, where can I practice? I feel like Kaggle is advanced for me and I feel like cheating if I don’t know how to do something and I look it up.",Ugz5G8WlIIy0xFRc1rd4AaABAg,9,1,2020-02-26T16:45:41Z,n3vw0M5RrPU,user_3664
How high level of coding do you use?,Ugzwt_xBROsMCzKhCMJ4AaABAg,1,0,2020-02-26T07:13:58Z,aaAZXeuPIXk,user_282
How to change spyder to dark theme?,Ugy6r7szXIuSnUtfh7V4AaABAg,1,0,2020-02-25T04:42:49Z,C4OPn58BLaU,user_3047
I actually just found out that the by inning / at bat data exists! I will hopefully be adding a part 2 to this video with that analysis!,UgwgMvHZLEpeTms6L7t4AaABAg,0,3,2020-02-24T15:16:24Z,aaAZXeuPIXk,user_2385
"Ken - Any data by individual batter? How do we know if the stolen sign was correct? Since a batter only has a second or so to react to a pitch thrown, what if some batters might do better if they didn't believe they knew the sign and, therefore, might overthink the at bat? So far, you won't be able to answer these questions. However, can you split the sample by runners on base vs no runners on base? (btw, I still need to respond to the info you sent regarding 2 point conversion. Thx for that!)",Ugx9s5FB7eFmA013trl4AaABAg,1,0,2020-02-24T14:24:15Z,aaAZXeuPIXk,user_1646
"For those wanting more specifics on the Linear and logistic regressions: For both models the p value of bangs was not significant. For the linear regression, the R-Square was ~.02. Thanks for watching and remember to comment with your thoughts on this scandal! -Ken",UgwDPnI9GMePt0hMvIh4AaABAg,1,1,2020-02-24T14:04:34Z,aaAZXeuPIXk,user_2385
"I thought you said ""I got a B in calculus"", then relistened and heard you said ""D"" :D I was already judging you ;'P",UgyWhAeybNXg5fQaZIV4AaABAg,2,7,2020-02-24T11:57:24Z,zSwM5uVeylU,user_5154
"Hi Ken, loving the channel! I’m likely going to try and push into data science once my PhD is complete and I was wondering how big should a project be to make it worthy of going on a resume? I imagine something written in a few hours wouldn’t be worthy but where exactly this line falls I’m not so sure?",UgzwpVX5pJzgpMG3V_t4AaABAg,1,1,2020-02-24T04:27:45Z,yukdXV9LR48,user_4938
"I did a sentiment analysis where I compared several models, and logistic regression performed the best. I then scraped my own data from twitter for a predictive analysis.",UgweIKhXmtGLw8SmM714AaABAg,2,0,2020-02-24T02:08:45Z,yukdXV9LR48,user_738
"Damn, I switched majors a bunch of times too and decided to go wth economics because I felt like it was challenging enough to keep me focused. NOW I’m in my last semester and about to apply to a graduate program for data science to become a data scientist that will hopefully work in sports.",UgzHolSC1XHUxgYV7Ud4AaABAg,3,0,2020-02-23T11:25:54Z,n3vw0M5RrPU,user_3601
"Hey ken, cheers for another detailed video.
I recently finished my first side data analysis project, and have added it to a github to show on my resume.
What next steps do you suggest for me? Is there any way to get my project reviewed for any feedback?


Thanks!",UgzXWnSrDme7bRn8Uo14AaABAg,2,1,2020-02-23T01:46:07Z,C4OPn58BLaU,user_1978
"Hello Ken,
I started studying Data Science last year, and since them your channel helped me a lot with a lot of tips and advices. 

Please continue with your fantastic work!!!",UgziZAYUnomHLY2LqEJ4AaABAg,1,27,2020-02-21T20:47:49Z,C4OPn58BLaU,user_4756
Great refresher! Been binge watching a lot of your videos to resume my studying of data science,UgwTjNMeUx78YibEmQB4AaABAg,1,0,2020-02-21T03:05:32Z,WKXtTo7lqmA,user_5189
"hi Ken if i already use R should
 I learn python or continue with R",Ugz_OBURNY-OJSRx_DV4AaABAg,2,3,2020-02-20T16:45:34Z,AxP1CL0yaFQ,user_227
When did you sleep...not mention.???,UgwmPNP5BCSsiZoALf94AaABAg,1,0,2020-02-20T15:28:40Z,4CpmB4TR2C4,user_5245
what maths are needed for sports analytics & moneyball?,UgwxVbPMZnJBBfbGiCp4AaABAg,3,0,2020-02-20T09:50:28Z,zSwM5uVeylU,user_2916
Thanks! I've learned a lot from your channel~😛 Could you post something about the case study in DS interview(some non-technical part)? I feel like it's also important for data scientists 🤔,UgzudiplaojRL6Y__3F4AaABAg,2,1,2020-02-20T05:08:05Z,9-2OKLZfvbE,user_4908
"Very informative, thank you !",UgwJjyoETTQWXb5eCpp4AaABAg,1,0,2020-02-19T15:36:00Z,AxP1CL0yaFQ,user_4082
"No doubt about communicating with professors to get an experience. I was able to get a machine learning research position as an undergrad at one of my CS professors' lab. 
Also, other pieces of advice are priceless! Thank you Ken!",Ugy5S7uLLXAMYhXTyYZ4AaABAg,4,2,2020-02-18T17:30:29Z,xjhW1rSQeik,user_1996
"4 Main Project Topics

1. Regression
2. Classification 
3. Clustering
4. Deep Learning",Ugwn6ouaeL5CQvOXeMN4AaABAg,3,267,2020-02-18T17:16:14Z,8igH8qZafpo,user_1996
Interesting video! I'm a Junior Undergrad majoring in CS and I love Data Science videos like yours! Thanks!,UgyWJVdWwpLmk68ahmx4AaABAg,4,0,2020-02-18T16:54:59Z,LGEuDWjWQes,user_3181
"the frustration is real. thanks for the encouragement, most times I feel like tossing my computer into the wall. i don't though....too expensive",Ugya94jV5H7qEVub5gh4AaABAg,3,6,2020-02-18T03:47:09Z,8igH8qZafpo,user_960
Awesome video! This really helped as I am a undergrad physics/data science major :) I requested to connect w you on linkedin too!,Ugz0xcBLDt2oV8bpziR4AaABAg,3,3,2020-02-17T22:45:46Z,xjhW1rSQeik,user_2278
Nice piece of advice Ken. Good job 👍👏,UgzW-6jhgOBgie1kyMl4AaABAg,2,7,2020-02-17T21:38:11Z,3Mm1U1CbzNw,user_5157
Titanic is very good project for EDA,Ugwdu5ZiLMgsUPpnhJp4AaABAg,1,0,2020-02-17T16:44:48Z,8igH8qZafpo,user_3615
"Thanks for this video Ken. I have a sports analytics problem for you. When the 3 point shot was first introduced in the NBA, I said start launching them. Traditionalists said, oh no, too risky, too many will ruin the game. 20+ years later 3 point shots are an integral part of any teams' strategy. OK, my question is regarding the 2 point conversion in football. My belief is that the 2 point conversion should be tried every time. Once a team gets used to it they will develop special teams just for the conversion. Plus, once fully developed, these plays could be used for any regular down inside the 5 yard line. The amount of dedicated plays could be unlimited - 2 QB's on the field, 5 running backs, non-traditional formations, etc. Not to mention how exciting the game would become. Do you have any supporting evidence that, over time, going for the 2 point conversion 100% of the time would pay off? I guess part of your problem is that you cannot measure what hasn't been tried.",UgzbLTvd5RV4dt3l2O94AaABAg,1,1,2020-02-17T15:21:02Z,8igH8qZafpo,user_1646
"Hello Ken.
I need to contact you personally.",UgyLpYFidHWfBlChGMN4AaABAg,1,0,2020-02-17T14:15:19Z,8igH8qZafpo,user_129
"Any ideas on How I could begin choosing a topic for my Honours(Postgraduate)  research (thesis) this year. It is in ""Data Science for business decision support"".
I don't have any computer science background but I really would something interesting in this area because it is quite a broad area.",UgwNCqlywms25yzgLtR4AaABAg,1,0,2020-02-17T08:35:43Z,yukdXV9LR48,user_3116
This is very helpful! Thanks :),UgyOwgDzShrzXibwZft4AaABAg,1,3,2020-02-16T18:12:48Z,Q9FjwzKFPuM,user_1965
"Thank you for this video! I have a nice video suggestion.
How to implement Data Science into a working business?
Let's imagine you have a business that produces refrigerators. One single small factory, a sales team, etc.
I know that Data Science can help make any process more efficient, let it be the energy consumption, the production itself, supply chain, sales, marketing, etc.
What could one do to implement data collection and data analysis in a company like this to analyze data and drive insights to make a business more efficient? What are some real-life examples, software names, etc? What is your related real-life experience?
I don't ask for a whole sophisticated tutorial, the basic overview kind of information would be enough, so a person from a non-technical background could learn how to implement Data Science in business.
Thanks a lot! I am your devoted fan. There are many channels out there but they don't cover Data Science as broadly as you are. You deserve many more views! I believe you will get them!",UgxfxO18KkZynxP3c-p4AaABAg,1,3,2020-02-16T12:02:23Z,xjhW1rSQeik,user_4341
I am curious as to your opinion on these 3 month bootcamps that claim to have a job guarantee and claim that people get data science roles versus an 18-24 month masters program. I find it hard to believe a 3 month bootcamp would outweigh a two year program.,Ugw15YLX_wOSgzompDF4AaABAg,2,0,2020-02-15T04:45:22Z,xjhW1rSQeik,user_1243
"one thing which makes me really enjoy your content is how each video gets straight to the point, and that its summarised in the description. Thanks Ken Jee! :)",UgyzlejxblCh9-Bgkf94AaABAg,1,48,2020-02-14T21:23:13Z,xjhW1rSQeik,user_1978
"Thank you Ken, I am now a business student in UK, inspired by your twitter scraper video, I decide to apply business analysis for master degree.",UgwDuJ8qcb6vXuU9alV4AaABAg,1,2,2020-02-14T20:06:12Z,xjhW1rSQeik,user_1348
"Hi Ken, I want to pursue career in Data Science and I'm struggling with it. Though I'm in final year of undergraduate degree in computer science  but I haven't worked on real projects. I really have this passion and feel that I can do work but Argh ! I find myself stuck every single time.  Despite the fact that people appreciate me for 'Learning new things without hesitation' but I do not progress. I have been using online free resources about data analysis, machine learning for about two months but I couldn't progress from regression and classification. When I learn I deeply grasp a concept... and I've discussed this thing with my professor many times but I didn't get satisfactory answer. Am I missing something , doing wrong ? Or is it just I worry too much ?",Ugzn_E-DBuUFikuQIwN4AaABAg,7,0,2020-02-14T19:18:26Z,xjhW1rSQeik,user_85
Hi! What internship salary someone like you could ask for? I don't want to be fooled by an employer and I don't want to ask too much,UgzCC_IyooOOAmXI6494AaABAg,1,0,2020-02-14T11:38:04Z,T77uVbLhroQ,user_4341
Your videos help so much!! Currently an undergrad physics/data science major :) hoping to pursue computational astrophysics and to use ML :),Ugz99j5ME7pfvIkxtNt4AaABAg,1,1,2020-02-14T02:49:12Z,1Cf7SdnBncg,user_2278
"Hey ken , I am 16 and I am really interested in learning data science and pursue it as my career ... Any tips for me",UgxyMogABOUUqQz25MJ4AaABAg,3,0,2020-02-13T17:54:23Z,Z_KFh-HqaBA,user_45
"Hi Ken, very informative video. Would a general MS in Analytics be equivalent to a MS in Data Science? Or would employers prefer someone with a MS in Predictive Analytics versus someone with a MS in Analytics?",Ugy14SYQxkxpc0zI3Q94AaABAg,2,3,2020-02-13T11:31:13Z,RRSRKf9eQxc,user_2646
"Thanks Ken! 


Definitely a very underrated channel. Very informative and insightful!",UgxdV13LCUzfBXXePjR4AaABAg,1,2,2020-02-13T07:13:38Z,DM1eE_Coh6g,user_2291
"I have an error that appearance ""SSL error""!! 
SSLError: HTTPSConnectionPool(host='free-proxy-list.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(""bad handshake: SysCallError(10054, 'WSAECONNRESET')""))   what is the solution for that eeror, help?!!",Ugz2Ic-eT4lTGlFrzzF4AaABAg,0,0,2020-02-12T23:02:16Z,zF_Q2v_9zKY,user_1726
Are these applied to data science internships as well?,UgyLuA36Ga19NERjXEF4AaABAg,1,1,2020-02-12T18:06:38Z,DM1eE_Coh6g,user_4906
"How do you develop your skills in calculus? I never took calculus in high school, and I'm barely in my first year of college.",Ugz-5Hsg6qoWWJceblR4AaABAg,1,1,2020-02-12T05:21:50Z,3Mm1U1CbzNw,user_0
"excuse me sir, how to save into json file",UgzqiOLU9MTvr7kLwtt4AaABAg,2,0,2020-02-12T04:04:46Z,zF_Q2v_9zKY,user_3347
"Good Afternoon Ken..thanks for the help in advance...watched this video and ran this code

sr_fire_tweets = query_tweets(""saddleridgefire"", begindate = begin_date_sr_fire, enddate = end_date_sr_fire, limit = limit_sr_fire, lang = lang)




returned a long error message with this at the bottom:
Exception                                 Traceback (most recent call last)
<ipython-input-20-1a3ea7e0be1c> in <module>
----> 1 sr_fire_tweets = query_tweets(""saddleridgefire"", begindate = begin_date_sr_fire, enddate = end_date_sr_fire, limit = limit_sr_fire, lang = lang)


/opt/anaconda3/lib/python3.7/site-packages/twitterscraper/query.py in query_tweets(query, limit, begindate, enddate, poolsize, lang)
    234         logger.info('queries: {}'.format(queries))
    235         try:
--> 236             for new_tweets in pool.imap_unordered(partial(query_tweets_once, limit=limit_per_pool, lang=lang), queries):
    237                 all_tweets.extend(new_tweets)
    238                 logger.info('Got {} tweets ({} new).'.format(


/opt/anaconda3/lib/python3.7/site-packages/billiard/pool.py in next(self, timeout)
   1965         if success:
   1966             return value
-> 1967         raise Exception(value)
   1968 
   1969     __next__ = next                    # XXX


Exception: Traceback (most recent call last):
  File ""/opt/anaconda3/lib/python3.7/site-packages/billiard/pool.py"", line 1267, in mark_as_worker_lost
    human_status(exitcode)),
billiard.exceptions.WorkerLostError: Worker exited prematurely: signal 11 (SIGSEGV).




Any thoughts??? Thanks in advance",UgwnVwElfcu3UK_tX7t4AaABAg,1,0,2020-02-11T22:36:40Z,zF_Q2v_9zKY,user_3389
"Great advice, Thanks Ken!",UgzryWMizMG8OsN7-fF4AaABAg,1,3,2020-02-11T17:42:55Z,DM1eE_Coh6g,user_5248
Thanks Ken.. will update my resume,UgwhIZKT4CypSK3Mtw54AaABAg,1,0,2020-02-11T17:09:39Z,DM1eE_Coh6g,user_3615
"What is struggle with is making this data gephi friendly... other than that, great video. I just need another step",Ugzgz8wOAtE5TCZ_HVx4AaABAg,1,0,2020-02-11T15:31:22Z,zF_Q2v_9zKY,user_3219
"i'm starting to get timeout errors like the one below: ""ReadTimeout: HTTPSConnectionPool(host='stats.nba.com', port=443): Read timed out. (read timeout=30)""  when trying the playergamelog endpoint. Have you encountered something like that before?",UgycCa7OPeMZCZooK6d4AaABAg,1,1,2020-02-11T08:20:56Z,NCyPY-jfb3I,user_1720
Thanks Ken!!!,Ugyj-HbCxVcwSkYUSN54AaABAg,1,0,2020-02-10T23:00:26Z,DM1eE_Coh6g,user_903
"hallo ! 
can u help me, how to convert the result to .csv ?
thanks before , ur video so amazing !",UgyLxTjmWdh8azsJLeV4AaABAg,2,0,2020-02-10T17:35:59Z,zF_Q2v_9zKY,user_3625
Thank you so much man!,Ugw3Vyzaad86i3tevV54AaABAg,1,0,2020-02-10T10:30:49Z,NCyPY-jfb3I,user_2555
"Love the analogy, Ken - everyone can relate to it. Will give it a try.",UgxwmuSG9GSY_Sb8T-Z4AaABAg,1,1,2020-02-10T09:45:24Z,f6NPw582FFc,user_5712
As a Data Scientist myself I totally I agree with everything you just said!,UgzkmI5Wo1nZ9NbkSd54AaABAg,3,4,2020-02-09T04:25:30Z,m5pwx3hgtzM,user_2245
Hi Ken don't you think Data Scientists are limited to the quality extent of the Dataset they have access to?,Ugz357CeV1YVqfGDLa94AaABAg,4,0,2020-02-09T00:07:40Z,dlZWB2D-NaQ,user_2637
